id,example,term,pos,sense_id,definition,ANNOTATION,DEFICIENT SENTENCE
2675,"He [sc. McKinley] has been called the Napoleon of protection, as other men have been called Napoleons of finance.",napoleon,noun,3,"A person resembling Napoleon Bonaparte, (usually) in having come to dominate an area or sphere of activity through ruthlessness or illegality as well as surpassing ability.",,
1344,"“Big ol' fagboy, that's all y'are, jus' love a big ol' cock up your asshole. Makes ya drool, gives you a boner jus' thinkin' 'bout that cock.",fagboy,noun,1,"A contemptible young gay man, sometimes partially a term of endearment for a submissive bottom or sex partner.",,
1084,The forward dinked the ball over the goalkeeper to score his first goal of the season.,dink,verb,3,"To chip lightly, to play a light chip shot.",,
2013,They hacked the brush down and made their way through the jungle.,hack,verb,1,To chop or cut down in a rough manner. [circa 12th c.],,
3554,"War protesters . . . did appear along Mr. Rumsfeld's path carrying signs saying ""Bush is a Liar"" and ""Wake Up, Sheeple"".",sheeple,noun,1,People who unquestioningly accept as true whatever their political leaders say or who adopt popular opinion as their own without scrutiny.,,
1494,"Some fevv there vvere left all to follovv Him: / Eſteeming all to baſe to fellovv Him: / And joyfully receiv'd Him as their Lord, / Deriving their ſalvation from his VVord,  […]",fellow,verb,3,"To pair or suit (someone or something) with some other person or thing; also, to pair or suit someone or something with (some other person or thing); to arrange (things) in pairs.",,
3040,"But I still don't hear any of the resident Pinkoids have the decency to come out and say ""OK, boys, you got us on this one, Cull and Petter did in fact lie to us. They knew for a fact months ago that there will be a hole in the budget but both of them presented budgets showing a $16 million surplus for the previous year even though both of them knew that it was not true.""",pinkoid,noun,1,A communist.,,
822,"It stated to one of the company's operators, “The Phantom, the system cracker, strikes again . . . Soon I will zero  your desks and your backups on System A. I have already cracked your System B.",cracker,noun,9,One who cracks (i.e. overcomes) computer software or security restrictions.,,
1615,"It only takes a little tweaking for the Simpsons’ home to become a full-on freak show, with Homer as its perpetually apoplectic main attraction.",freak show,noun,1,"An intentionally shocking exhibition of people with unusual characteristics, and which may include people who are gigantic, dwarfish, intersex, physically deformed or who have other extraordinary diseases, conditions and talents.",,
1564,"[…]  theyr entente was to set forthe the iustice of God, whych is to rewarde the spirituall  […]  wyth the blessynges promised, & the fleshlynges  with the plages thretned  […]",fleshling,noun,2,A person devoted to sensual pursuits.,,
4466,The boys nicknamed her the “village bike” and any lad who wanted affection or experience picked her up for the night.,village bike,noun,1,A local woman who is sexually promiscuous.,,
3137,"“Boots won't fit,” the man said, “and the hat's prissy.",prissy,adjective,2, Very feminine or dressy.,,
3221,The teachers are not there to help you. Most of them are still freelancers and the last thing they want is more competition. They are there because they need a steady paycheck and they hope to score some pussy!,pussy,noun,4,Sexual intercourse with a woman. [from 20th c.],,
113,"Say that the Cherubs carved in stone, / [...] / Used to sing in heavenly tone, / Above and round the sacred places / They guard, with wingèd baby faces.",baby face,noun,1,"A face, often chubby, resembling that of a baby; a youthful face.",,
3201,"You look very punk with your t-shirt, piercing, and chains.",punk,adjective,2,Of or concerning punk rock or its associated subculture. [1971],,
2114,"The Warner Bros. cartoons, after having hillbillied themselves nearly to death during the 1930s, did not return to the trend during the late 1940s.",hillbilly,verb,2,To portray or act as an uneducated and unsophisticated fool.,,
1186,"Cyberfolks are already hip to the antics of Dancing Baby — the slightly demonic, diapered dudelet who's been boogalooing all over the Web for months.",dudelet,noun,2,"A young boy, especially one who is fashionable or popular.",,
487,Witness such media events as the Great Old Maid Scare of '86 ; and the Fatal Attraction Syndrome .],bunny boiler,noun,1,"A person who acts (or may supposedly act) obsessively or even dangerously towards another person with whom they were previously, or wish to be, in a relationship. [from 1990]",,
1118,They weren't excited about acquiring new information; they were relieved to find out they aren't the only doofuses  in the world of rusty machinery.,doofus,noun,1,A person with poor judgment and taste; a foolish or silly person.,,
870,Did he touch my leg on purpose? Creepoid.,creepoid,noun,1,A creepy person or creature.,,
304,"""You bloody bogger...!",bogger,noun,8,Pronunciation spelling of bugger. Used particularly as an epithet or term of camaraderie or endearment.,,
4326,"Gender identity is whether or not a person perceives him/herself to be a man or woman . The problem arises when a male perceives himself to be a woman, and vise versa[sic – meaning vice versa]. Notice I said man or woman, and not male or female. The difference is important. Male and female are biological terms, while man and woman as they are used here are modes of being, ways to be, which are based on psychology and sociology rather than biology. Sexual identity is a ‘transsexual’ issue and may involve sexual re-assignment surgery, but may not involve cross-dressing. Gender identity is a ‘transgender’ issue and does not involve surgery, but almost always involves cross-dressing.",transgender,adjective,1,"Having a gender (identity) which is different from one's assigned sex, or pertaining to a person who does (a trans man, trans woman, or someone non-binary, e.g. agender, bigender, or third-gender).",,
3449,"VVots thou vvho's returnd, / The unthrift Bonvile, ragged as a ſcarre-crovv, / The VVarres have gnavv'd his garments to the skinne:  […]",scarecrow,noun,1,"An effigy, typically made of straw and dressed in old clothes, fixed to a pole in a field to deter birds from eating crops or seeds planted there. [from 1530s]",,
3461,"A ſcarecrow, ſet to frighten fools away; / Marriage has joys; and you ſhall have aſſay.",scarecrow,noun,4,Anything that appears terrifying but presents no danger; a paper tiger. ,,
1968,"After his takeover, use of the N-word increased by 202 percent; the use of homophobic, misogynist, and transphobic slurs went up at double-digit rates; the use of the slur groomer has increased exponentially.]",groomer,noun,8,"An LGBT person or drag queen who exists near children, or any other person who makes children aware of LGBT people or drag, from the perspective of people who consider this to be sexual. (This is a hot sense, kept provisionally)",,
3353,"He pulls in 30k viewers to watch him be a react andy, they are there for him not the game.",react Andy,noun,1,A streamer who reacts to other people's content.,,
2472,"No big deal, unless you're anal about being mil-spec ""correct"" to impress your mall ninja buddies.",mall ninja,noun,1,"A person who claims to be an expert on weaponry, often to the point of disdaining popular weapons and preferring expensive and exotic ones along with equally expensive accessories, and likes to brag about their supposed expertise, but often exposes their ignorance in discussions, sometimes making improbable claims about their experience or weapon use.",,
3648,"There remained fresh Examples of their Barbarism against weak Sea-men, and silly Fisher-men.",silly,adjective,3,"Pitiful, inspiring compassion, particularly:",,
1092,That referee is a right dipstick.,dipstick,noun,3,A useless person of inferior intellect; a dipshit.,,
4463,"He said of the girl complainant: 'She was the village bike.' 'What do you mean by that?' asked the Chairman. 'Everybody rode her,' was the reply. The idiom is evidently widely diffused, and there is little profit in trying to establish who invented it  […]",village bike,noun,1,A local woman who is sexually promiscuous.,,
3112,"The rocketing popularity of potatoes in London's diet led to the conversion of the temporary GNR passenger station north of the canal [...] as a dedicated potato terminal, whose significant traffic was stolen from coastal shipping.",potato,noun,1,"The tuber of a plant, Solanum tuberosum, eaten as a starchy vegetable, particularly in the Americas and Europe; this plant.",,
3502,"As she sucked the nicotine deeply into her lungs, she closed her eyes and leaned back against the headboard, enjoying the pleasurable buzz that the combination of a good screw—well, a decent screw—coupled with the nicotine gave.",screw,noun,6,Sexual intercourse; the act of screwing.,,
3292,"“I wish I hadn’t cried so much!” said Alice, as she swam about, trying to find her way out. “I shall be punished for it now, I suppose, by being drowned in my own tears! That will be a queer thing, to be sure! However, everything is queer to-day.”",queer,adjective,1,"Weird, odd, or different; whimsical. [from 16th c.]",,
592,The football squad was made up of cavemen who were responsible for trashing many a locker room.,caveman,noun,2,"A person with backward, primitive behavior, opinions, or interests.",,
1544,"Ahead stretched the great Rocky Mountains. For this family of Iowa flatlanders, it was a spectacular sight.",flatlander,noun,1,"A person who lives at, lived at, or was raised by someone at a low altitude or from any city. A person not raised in or by someone directly from high mountain areas. (used by those who were born, raised, and are still living in higher altitude non-city or city like areas).",,
1236,"There vvas taken a great Glaſs-bubble, vvith a long neck;  vvhich being fill'd vvith common VVater till the Liquor reach'd about a ſpan above the bubble, and a piece of Paper being there paſted on, vvas put unſtop'd into the Receiver,  […]",egg,noun,3,A thing which looks like or is shaped like an egg (sense 1.1).,,
1377,"It's hardly surprising, when it has to support that enormous gut! Lose some weight, fatty!",fatty,noun,1,An obese person.,,
3762,"These flukes have three hosts. [...] As the infected snail crawls along it leaves slimeballs containing cercaria on grass. An ant, Formica fusca, the arthropod host for D. dendriticum in the United States, is infected when it ingests the slimeballs. Mammals are infected by consuming ants containing encysted metacercaria.",slimeball,noun,1,A round lump made up of or coated with slime or a slime-like substance such as mucus.,,
1826,The first breather of the day came when Naomi brought some gingered lemonade out to the barn.,ginger,verb,1,To add ginger to.,,
389,"He would never speak a word, - only eat and cry, and she hadn't the heart to strike it or illtreat the youngster either; but somebody taught her a charm to make him speak, and then she found out what kind of a brat he really was.",brat,noun,1,A human child.,,
329,"The goals of IRC bots vary widely, such as automatically kicking other users off or more nefarious things like spamming other IRC users. In this paper, a free standing IRC bot is presented that monitors an IRC channel for commands from a particular user and responds accordingly.",bot,noun,3,"A piece of software designed to perform a minor but repetitive task automatically or on command, especially when operating with the appearance of a (human) user profile or account.",,
161,Thou fell barbarian.,barbarian,noun,6,"A cruel, savage, inhumane, brutal person; one without pity or empathy.",,
2489,"[…]  identically dressed in blue three-piece suits, hung around accosting visitors with annoyingly impenetrable PHB marketroid jargon  […]",marketroid,noun,1,"A person who works in marketing, especially one who is ignorant and relies on buzzwords and deception.",,
4577,"""Do you hear that, Ryan?  Your mommy is being a pontificating windbag.""",windbag,noun,2,Someone who talks excessively.,,
850,Christmas creep,creep,noun,4,"The gradual expansion or proliferation of something beyond its original goals or boundaries, considered negatively.",,
2660,"More people were criticizing him on AnonOps and Twitter as a namefag, moralfag, and leaderfag.",namefag,noun,1,"A person who uses a name online (either their real name or a username) as opposed to posting anonymously, especially on the 4chan community.",,
4636,"It is not easy to analyse the personality of the [London County] Council, but it is a sharply-marked personality.  […]  It despises the wordster and the tonguester. It is, in short, a big committee rather than a Parliament.",wordster,noun,3,"One who uses words instead of actions; a hypocrite, a verbalist.",,
833,"One evening, while the Rabbit was lying there alone, watching the ants that ran to and fro between his velvet paws in the grass, he saw two strange beings creep out of the tall bracken near him.",creep,verb,1,To move slowly with the abdomen close to the ground.,,
3170,What he saw was not Peck Wilson but some soft scared pukeface whose mind couldn't stop running up against the bared teeth of the moment.,pukeface,noun,1,"A contemptible, undesirable, or ugly person.",,
324,"One deer, later found to be heavily parasitized by bots, suffered severe vomiting attacks during the early spring.",bot,noun,1,"The larva of a botfly, which infests the skin of various mammals, producing warbles, or the nasal passage of sheep, or the stomach of horses.",,
3189,"But I still felt a fraud. I was like all those people who suddenly shaved their heads and said they'd always been punks, they'd been punks before punk was even thought of  […]",punk,noun,4,"Short for punk rocker, a musician known for playing punk rock or a fan of the genre. [1976]",,
3597,"The clerk had, I'm afraid, a shrew of a wife—shrill, vehement, and fluent. 'Rogue,' 'old miser,' 'old sneak,' and a great many worse names, she called him.",shrew,noun,3,"An ill-tempered, nagging woman: a scold.",,
2841,Many converted societies transformed their pagan deities into saints.,pagan,adjective,1,"Relating to, characteristic of religions that differ from main world religions.",,
1242,"""She's a tough egg."" / ""She must be, if she slung your brother Joe out.""",egg,noun,4,Senses relating to people,,
1730,"The nomads of Africa are constrained to wander by the attacks of the gadfly, which drives the cattle mad, and so compels the tribe to emigrate in the rainy season and drive off the cattle to the higher sandy regions.",gadfly,noun,1,"Any dipterous (“two-winged”) insect or fly of the family Oestridae (commonly known as a botfly) or Tabanidae (horsefly), noted for irritating animals by buzzing about them, and biting them to suck their blood; a gadbee.",,
2531,"That scientists favored international control of the atom made conservatives even more mistrustful. J[ohn] Parnell Thomas rued the surrender of control to such ""a group of milktoasts.""",milquetoast,noun,1,A person of meek or timid disposition; a person who lacks character or effectiveness.,,
1219,"I have personally used and enjoyed the Perl language for nearly 30 years, and it's distressing to see the bigotry and edgelording coming from prominent elements of the community—not to mention the board's failures to respond decisively.",edgelord,verb,1,To behave like an edgelord; to provoke with risque behaviour.,,
3885,"“You get outside the cowlot gate and start calling like this: “Sook calf, sook calf, sook calfie,Sook calf, sook calf! […] ”",sook,interjection,1,A call for calves.,,
3629,"You are worried about getting sick yourself, but the etiquette of asking someone to go home or to stay in bed is tricky to navigate. Some of your colleagues are ready to march the snot-nosed sicko out the door, but you wonder just how much of a problem it really is to breathe the same air.",sicko,noun,3,A physically ill person.,,
3835,When have words ever hurt anyone? The triggered snowflakes at this liberal university are trying to literally murder our freedom of speech.,snowflake,noun,5,"Someone hypersensitive to insult or offense, especially a young person with politically correct sensibilities.",,
2874,"The intended message of the pearls wasn’t entirely clear, though one interpretation was that the lawmakers were trying to paint members of the group as “pearl-clutchers” — suggesting that they were being overly sensitive.",pearl-clutcher,noun,1,"A prim, prudish, or easily offended person.",,
3277,"""I mean, it's not for everyone.  And there's definitely good drag and bad drag.  […]  But I did learn a lot about myself and what I wanted from my life from some of the queens I used to know.""",queen,noun,15,Ellipsis of drag queen.,,
3205,I got expelled when I punked the principal.,punk,verb,3,To prank.,,
2245,"[…] Slob or Slop for a dirty child, Beans for a child who breaks wind, Jerkoff for a child who masturbates.",jerkoff,noun,2,"Someone who masturbates, usually a male.",,
42,"An alien born may purchase lands, or other estates: but not for his own use; for the king is thereupon entitled to them.",alien,noun,2,A person in a country not their own.,,
1209,"I think it's hilarious how you pathetic dweeblings have to attack the person who refuted your abject ignorance, repeatedly, because you cannot address a single fact that I've presented with tossing around your straw men and character smears..",dweebling,noun,1,A pathetic or contemptible person.,,
534,The larger of the two specifications is known as Wide SCSI-2 because it's wider .,Captain Obvious,noun,1,Someone who makes superfluous or obvious statements.,,
4148,"He did not come in the dawning; he did not come at noon; / And out o' the tawny sunset, before the rise o' the moon, / When the road was a gypsy's ribbon, looping the purple moor, / A red-coat troop came marching— / Marching—marching— / King George's men came marching, up to the old inn-door.",tawny,adjective,1,Of a light brown to brownish orange colour.,,
1840,"You know, I've always thought that the best man in the world is hardly good enough for any woman. But when it comes to the best girl in all the universe caring for an ordinary gink like me, well, you'll have to let me get used to it.",gink,noun,1,"A guy, a fellow, especially (derogatory) a foolish, unworldly, or socially inept man; a goof.",,
1625,the fruit of rashness,fruit,noun,3,"An end result, effect, or consequence; advantageous or disadvantageous result.",,
3606,"When they took over the 1000 'Flying Scotsman' from May 1979, the journey from London to Edinburgh shrank to just 4hrs 37mins - including a stop at Newcastle.",shrink,verb,2,To become smaller; to contract.,,
4525,american soldiers wanted turkey on xmas but there was none so they settled for the next best thing . kfc used that as a marketing strat to get all the westaboos  to believe it's an american tradition and it looks like it stuck :^),westaboo,noun,1,A non-Western person (especially a Japanese national) who is obsessed with Western culture and media.,,
3075,"Scotland Yard is, technically speaking, only the metropolitan police for Greater London but because of their importance they have special jurisdiction for some crimes across the United Kingdom.",police,noun,1,"A public agency charged with enforcing laws and maintaining public order, usually being granted special privileges to do so, particularly [from 18th c.]",,
1621,"As he flew home every weekend, he considered himself a frequent flier.",frequent flyer,noun,1,A person who flies frequently on commercial airliners.,,
602,"Lyrical staff / Never could they ever take me for a chav / Scholar in the English, scholar in the Math / Dizzee ain't no riff raff",chav,noun,1,"A working-class youth, especially one associated with aggression, poor education, and a perceived ""common"" taste in clothing and lifestyle.",,
2227,And made him roar with true Jehovan thunder,Jehovian,adjective,1,Of or relating to Jehovah.,,
3639,"The King of Spaine is counted very ſtrong, and the Pope is counted very ſtrong, because they haue a ſtrong hand to perſecute the ſilly ones of leſus Chriſt.",silly,adjective,2,"Blessed, particularly:",,
2997,"The bank robberies went on and each raid became more bloody, Meinhof encouraging her followers to “kill the pigs” offering the slightest resistance, referring to policemen.",pig,noun,9,A police officer. [From ante 1785.],,
4471,"Note the preſumption of this Scythian ſlaue:I tel thee villaine, thoſe that lead my horſeHaue to their names tytles of dignitie,And dar’ſt thou bluntly cal me Baiazeth?",villain,noun,2,"A low-born, abject person.",,
510,"At least she knew they were listening, but she responded to her classmate, ""Don't you think I know that, you buttmunch?""",buttmunch,noun,1,Term of abuse for a stupid or contemptible person.,,
4223,"Bob trotted gently by the side of the carriage. “Not a bad looking tit,” said St. Leger, as they went along.",tit,noun,8,A small horse; a nag.,,
3196,"Then, without another word, he rose and left the shelter, apparently in order to light the vessel's wick with a punk from the dying campfire.",punk,noun,7,A utensil for lighting wicks or fuses (such as those of fireworks) resembling stick incense.,,
3841,"These defects may be more pronounced in the superior visual field, perhaps corresponding to the inferior predilection for the snowflake lesions.",snowflake,noun,6,A type of lesion that appears as scattered white-brown spots under high magnification light microscopy.,,
2104,"Albert had arrived some time before, and though he had not dared to offer Mary any assistance, lest his grandmother should pronounce him a ""henhussy,"" his eye had followed her from one place to another, as she fancied, with a more impatient expression than she had ever seen in them, when direct toward her.",henhussy,noun,2,A man who performs tasks that traditionally belong to a woman.,,
2150,"The hoons piled out of the wreck brimming with righteous road rage, and were settling to the task of beating the shit out of Wozza, Mutton and the hapless wheelman when they discovered the plastic bag.",hoon,noun,3,"A person who drives excessively quickly, loudly or irresponsibly; a street drag racer often driving heavily customized cars. [From 1980s.]",,
2100,"All kinds of people hop onto the list. In addition to genuine ones there are spammers, trolls, dicks, nuts, philosophers, help vampires etc etc.",help vampire,noun,1,A person who requests answers and solutions from a community while giving nothing in return.,,
4331,"Transgender people report discomfort with their birth sex and a strong identification with the opposite sex. The current study was designed to shed further light on the question of whether the brains of transgender people resemble their birth sex or their gender identity. For this purpose, we analyzed a sample of 24 cisgender men, 24 cisgender women, and 24 transgender women before gender-affirming hormone therapy. We employed a recently developed multivariate classifier that yields a continuous probabilistic  estimate for brains to be male or female. The brains of transgender women ranged between cisgender men and cisgender women , and the differences to both cisgender men and to cisgender women were significant . These findings add support to the notion that the underlying brain anatomy in transgender people is shifted away from their biological sex towards their gender identity.",transgender,adjective,1,"Having a gender (identity) which is different from one's assigned sex, or pertaining to a person who does (a trans man, trans woman, or someone non-binary, e.g. agender, bigender, or third-gender).",,
2279,Tell her how much of a twatfaced jizztrumpet she is.,jizztrumpet,noun,1,An obnoxious or contemptible person.,,
612,"It's all about the “French Paradox,” that much-publicized puzzle of how French people eat all that fatty food and drink tons of wine, yet still manage to be svelte and sophisticated, not to mention cheese-eating surrender monkeys.",cheese-eating surrender monkey,noun,1,A French person.,,
1355,"He ran off, laughing and screaming. Dud jumped up and gave chase. ""You little fartknocker,"" he said, clomping away, long-legged, into the dark. ""Bring back here my Hubert Terrapins.""",fartknocker,noun,1,A contemptible or annoying person.,,
3381,The retard in our class needs special help.,retard,noun,3,A person with mental retardation.,,
934,"A through northbound service to Finsbury Park  […]  was the 'Theatre Express'. It was meant to serve theatre-goers who lived on the main-line stops beyond Finsbury Park, say, Enfield.  […]  But there weren't enough culture vultures in places like Enfield to justify the service.",culture vulture,noun,1,"A person with a rapacious, sometimes inauthentic, interest in the arts. [from early 20th c.]",,
2622,"After them came the politician, who said there was only one purpose in Nature, and that was to get him into parliament. I told him I did not care whether he got into parliament or not; so he called me Mugwump and went his way.",mugwump,noun,2,A person who purports to stay aloof from party politics.,,
591,"You think your Caveman is always chasing you for sex. Well, he is.",caveman,noun,2,"A person with backward, primitive behavior, opinions, or interests.",,
1519,The same is true of Goddess Spirituality spaces which are predicated on Radical Feminist rhetorics about Nature and the embodied experience – even those spaces which are open to trans women and nonbinary femmes may still fall back on language about the womb [...],femme,noun,3,"A person whose gender is feminine-leaning, such as a feminine non-binary person.",,
3536,"One such warrior was Kothar, cast up by the sea in the northlands of his world, a sellsword and a mercenary, a wencher after the women of his day, a freebooter and a thief, at times, whose sword Frostfire was a magic sword.",sellsword,noun,1,A mercenary.,,
4277,"""Gimme the tooter."" Dan took the tin dinner-horn, but paused before he blew.",tooter,noun,1,A person or device that toots; a person who plays upon a pipe or horn.,,
4280,Does anyone have a mail tosser that will work with The Major BBS V6.2?,tosser,noun,4,A program that forwards or redirects messages on a bulletin board system.,,
3335,"In their philosophical pursuit of answers to ultimate questions, the radfems get mired in the multi-syllabic muck of over-intellectualization, lacing their ideas with obscure cross-references and mind-numbing bombast  […]",radfem,noun,1,A radical feminist.,,
3247,"When no certain cure exists, quack remedies tend to proliferate and the history of quackery and secret cures is full of extraordinary forms of treatment for the various arthritic disorders.",quack,adjective,1,Falsely presented as having medicinal powers.,,
2688,> What the hell is a nazicrat?It is a pet term for a democrat. The Nazicrat. Just another hate group. Kill their own children to further their hate agenda.,Nazicrat,noun,1,A Democrat.,,
2767,That numskull will never learn how to compose a letter.,numskull,noun,2,A person who refuses to learn or grow mentally.,,
1093,"What most educators mean by “doing Madeline Hunter” is using her seven-step approach to planning a lesson. In Santa Barbara, as in most of her road shows, several hours are devoted to spelling out this technique, which calls for specific acts of review, introduction, explanation, “modeling” , “dipsticking” , “monitored practice” and independent study.",dipstick,verb,1,"To check (a person) for their understanding of something, as of a lesson, or attitude toward something.",,
4400,"Mumford  noted that the terms ‘crock’, ‘gomer’, and ‘turkey’, were sometimes utilized by interns to designate different types of undesirable patients, and sometimes used synonymously.]",turkey,noun,6,A patient feigning symptoms; a person faking illness or injury; a malingerer.,,
1586,You were a fool to cross that busy road without looking.,fool,noun,1,A person with poor judgment or little intelligence.,,
22,"Oh, and if you hear people  refer to ""that ah neh"", they could be referring to you. It's a derogatory term.",ah neh,noun,1,"An Indian man, especially a migrant worker.",,
313,Then he got or was brought back to Mongumber he was tired to a tree and was belted by the white officer in charge put into the boob that they have ther I think of cause we cant say for a certain was was brought out of the boob dead or nearly.,boob,noun,4,A prison; jail. [from 20th c.],,
1055,"...they have been exchanging insults in writing: ""dickhead,"" ""dillweed,"" ""fuzzbutt,"" ""dorkwad,"" ""asswipe,"" and so forth.",dickhead,noun,1,A jerk; a mean or rude person.,,
1276,"Hey el stupido, you had me on your IRC list and even bitched about me not being on line so you could IM me.",el stupido,proper noun,1,A stupid person.,,
1037,"My sense of humor is just as black as before. I still listen to the same depressoid music. Yet I'm much happier, and I'm open in ways that would have terrified me only a few years ago.",depressoid,adjective,2,Depressing or miserable.,,
3846,"In A Nation of Wimps, Hara Marano observes that even the “Helicopter Parent” has become passé, having been replaced by the “Snowplow Parent.”",snowplow parent,noun,1,A parent who intervenes to prevent their child from facing obstacles and difficulties.,,
176,[…]  we ſhall haue all the world drinke browne & white baſtard.,bastard,noun,10,A sweet wine.,,
2609,What an ugly mug.,mug,noun,2,The face.,,
4334,"In Boston, no AIDS prevention messages are posted at the primary drag queen and transgender bar.",transgender,adjective,3,Intended primarily for transgender people.,,
982,"Second, the proposed legislation would make telephone and Internet companies assume the role of cybercops, in effect making them responsible for policing...",cybercop,noun,1,A member of a cyberpolice force.,,
1198,The newly-built skyscraper dwarfs all older buildings in the downtown skyline.,dwarf,verb,2,"To make appear (much) smaller, puny, tiny.",,
2180,"The Islamic State group is doing well recruiting thousands from Europe and America, mainly young ignorati, with its pitch that they are defending Muslims against the crusaders bent on extermination of their religion.",ignorati,noun,1,The wilfully ignorant; those who choose to ignore inconvenient facts or make public claims based on falsehoods.,,
1627,The fruits of this education became visible.,fruit,noun,3,"An end result, effect, or consequence; advantageous or disadvantageous result.",,
3110,"A number of the children said that they had potato for breakfast, potato and herring for dinner, potato and milk for supper.",potato,noun,1,"The tuber of a plant, Solanum tuberosum, eaten as a starchy vegetable, particularly in the Americas and Europe; this plant.",,
319,"And he looks fit. Strong. I worry about you here alone. There are some real boofheads in this building.''Harmless boofheads. Anyway, I'm safer with boofheads down the hall than some religious nut-job muscle man in the flat with me.'",boofhead,noun,1,An idiot; a fathead.,,
4418,You will not find any stock. You will not find any easy mobs. You will not find any +100 dam 'big swords of I win'. You will not find twink mudders. You will not hear about how Jim the Kewl dOOd scored last night at his sister's birthday party. You will not find bots.,twink,noun,6,"A player (or character created by a player) in a multi-user dungeon or other roleplaying game who engages in obnoxious or abusive behaviour, especially one who uses a higher-level character to give advanced equipment to one of their own lower-level characters.",,
3797,"Shirley, you slut around here again, and I swear to God I'll break your neck.",slut,verb,2,"To visit places frequented by men, with the intention of engaging in sexual intercourse by means of flirting.",,
72,Hydropots and aquabibs are epithets bestowed by the champions of alcohol in London upon the temperance folk.,aquabib,noun,1,A teetotaler; one who does not consume alcohol.,,
3282,The nucleus should not be queened by a queen from any of the parent colonies.,queen,verb,4,To be the queen bee of a colony.,,
2202,"But not only have the priests tried to make the very term Atheism odious, as if it would destroy all of good and beautiful in nature, but some of the reformers, not having the moral courage to avow their own sentiments, wishing to be popular, fearing lest their reforms would be considered Infidel, , shield themselves from the stigma, by joining in the tirade against Atheism, and associate it with everything that is vile, with the crime of slavery, the corrup­tions of the Church, and all the vices imaginable.",infidel,adjective,2,"Of, characteristic of, or relating to unbelievers or unbelief.",,
2261,I just feel like you are Jewing me out of my money. I never asked you to give me anything the entire time that you were not working. Your mom told me that you got a lot of money from the insurance that Warren gave you.,Jew,verb,2,To haggle or swindle in order to obtain a better deal from.,,
4001,Square my trial  To my proportioned strength.,square,verb,3,To adjust or adapt so as to bring into harmony with something.,,
980,"Hop out the ride with things and stuffBack the longest cutter, watch him cut him, [grate their neek trips?] up",cutter,noun,17,A knife.,,
229,"I don't ever go to my local church any more: it's become filled with stupid, fuddy-duddy Bible bashers.",Bible basher,noun,1,"A fundamentalist Christian preacher, or other fervent Christian, who is seen to take every opportunity to talk about Christianity and attempt to convert those around them.",,
2361,"""It's getting close to Timmy's bedtime, so we won't stay long. I suppose you heard us arrive. We'll be staying outside tonight in that landwhale we drove up in.""",landwhale,noun,2,An excessively large motor vehicle.,,
1794,"Latrobe had extensive dealings with Jefferson, the most prominent gentleman-architect in the United States.",gentleman,noun,5,"An amateur or dabbler in any field, particularly those of independent means.",,
993,Even when my dag was levelled at his heart,dag,noun,5,A dagger; a poniard.,,
