id,example,term,pos,sense_id,definition,ANNOTATION,DEFICIENT SENTENCE
2091,"As I sat in my Virgin seat, I spotted an enormous fat bloke waddling towards me and thought: Please, God, not him. There's nothing worse than sitting next to a heaving heffalump on an 11-hour flight, not least because they eat all the best food.",heffalump,noun,3,A clumsy or overweight person.,,
293,South claims hundreds abducted by North Korea's ‘body snatchers’.,body snatcher,noun,2,"One who abducts or controls another's body, such as a slaver, psychic, or human resources agent.",,
1906,"If that goofball would put half the effort into her studies as she does into her juggling, she might do very well.",goofball,noun,1,A foolish or silly person or animal.,,
3436,Don't scab for the bosses / Don't listen to their lies / Us poor folks haven't got a chance / Unless we organize.,scab,verb,4,To act as a strikebreaker.,,
1759,"'OhmyGod', I said, matching his peeved tone and doing the same geebag accent I'd used to get Naylor out of his hedge.",geebag,noun,5,A person of a lower class.,,
1384,"“Fatty bom bom” refers to an Ah Pui; “bom bom”, as the sound a heavy, wobbling body makes, dramatizes fatness.",fatty bom bom,noun,1,A fat or overweight person.,,
3425,I'm gonna play that game when I get home! What a sad ass.,sad ass,noun,1,One who has unfashionable interests or obsessions.,,
2032,"Poor madam , now condemn'd to hack The rest of life with anxious Jack",hack,verb,21,To live the life of a drudge or hack.,,
327,"As he guided the bot, Andrews reminisced about his younger days in Wyoming, when he had witnessed a mishandled load of wheat puff out a dusty fog.",bot,noun,2,A physical robot.,,
431,"Many attacks and retreats did Bruin make boldly, notwithstanding the roar and warlike phalanx attitude of the bristlers.",bristler,noun,5,A soldier who is part of a company that carries pikes.,,
76,"They really couldn't brag, looking back; the girls they lost it [their virginities] to were self-conscious “art hoes” sporting more bisexuality swings than personality, and with more attempted hair dying to boot.",art hoe,noun,1,A young woman who uses art as an aesthetic and fashion style.,,
3300,"Of all the queer collections of humans outside of a crazy asylum, it seemed to me this sanitarium was the cup winner. … When you're well enough off so's you don't have to fret about anything but your heft or your diseases you begin to get queer, I suppose.",queer,adjective,2,"Slightly unwell (mainly in ""to feel queer""). [from 18th c.]",,
639,"“How old are you, chief?” the elevator guy said.",chief,noun,4,An informal term of address.,,
3618,"But in fact, the murders have been committed by an army of sickos, a phalanx of wild-eyed droolers led by a monster goon with a concrete jaw and a Neanderthal brow.",sicko,noun,1,"A person with unpleasant tastes, views or habits.",,
2096,"With cars getting bigger and heavier, there’s a proper thirst for four-wheel-steering to help hide heffalumps and make fast cars faster – 4WS is a useful way of killing two birds with one stone.",heffalump,noun,3,A clumsy or overweight person.,,
156,God. What a Banyak . . .,baniak,noun,1,A fool.,,
3225,"Shepard: You're in a bad situation, and I'm going to get you out of here.Jack: Shit, you sound like a pussy.",pussy,noun,5,"A coward; a weakling; an ineffectual, timid, or pathetic person. [from 20th c.]",,
2401,Hawaiian Pidgin is spoken by the local population.,local,adjective,6,Descended from an indigenous population.,,
4345,"Individual transgenders could compete in any division; however, transgender teams could not play against biological women's teams.",transgender,noun,1,A transgender person.,,
4034,Scratch a critic of social justice warriors and a status quo warrior bleeds.,status quo warrior,noun,1,A person who zealously promotes or defends socially static or regressive policies; the antithesis of social justice warrior.,,
3727,"Only Tosh, Marley and Livingston had been signed, and Aston Barrett harboured an unarticulated resentment that later would be couched in the language of betrayal […]  In any event ‘Family Man’ believed that they had an oral agreement, and placed his faith in Marley  that he would not skank them.",skank,verb,3,"To be dishonest or unreliable, to defraud or deceive, to steal.",,
1868,"Parkinson: You made films before, but the part that really made your name was Zulu, wasn't it  […]  and there of course—against type—you played the toff, you played the officer.Caine: I played the officer, yeah, and everybody thought I was like that. Everyone was so shocked when they met me, this like Cockney guy had played this toffee-nosed git.",git,noun,1,"A silly, incompetent, stupid, or annoying person (usually a man).",,
2043,"Woebot was full of tasks and tricks — little mental health hacks — which at first made me roll my eyes. One day Woebot asked me to press an ice cube to my forehead, to feel the sensation as a way of better connecting with my body.",hack,noun,14,"A trick, shortcut, skill, or novelty method to increase productivity, efficiency, or ease.",,
695,"When they [bells] lie fifths thus 1 5 2 6 3 7 4 8, 'tis then most pleasant and excellent music to clam them; that is, the two notes of each concord to strike together, and if they be clam'd true the eight bells will strike like four, but with far greater musick and harmony.",clam,verb,2,"To produce, in bellringing, a clam or clangor; to cause to clang.",,
814,"The aura of invincibility seemed to ooze off of these entitled covidiots, the term coined to describe those deciding to blissfully and willfully ignore measures put in place to mitigate the spread of the virus.",covidiot,noun,1,A person who is foolishly reckless with respect to avoiding contracting or spreading COVID-19.,,
3027,> You could try moving somewhere less pikey?,pikey,adjective,2,Associated with pikeys.,,
2168,"If massa was sick, house nigger would come 'round and say, “Massa we sick, ain't we?",house nigger,noun,1,A black slave that worked as a domestic as opposed to manual laborer.,,
4405,"Sometimes, like turnspit cur, he reels,Sweating in his mysterious wheels;And by his motion, tho' he fanciesThat higher up he still advances,Yet, press'd down with his nat'ral weight,After much toiling, still the KnightIs found to be in the same placeWhere first he did begin his race;And has done less, for all his boasting,Than turnspit dog the goose when roasting.",turnspit,noun,4,Ellipsis of turnspit dog.,,
4387,"The truscum, or medical supporters, use basic, non-radical goals and a reliance on empirical evidence to develop and support a self-concept of being the more rational and realistic group within the debate.",truscum,noun,1,A person who believes that gender dysphoria is an essential trait to being transgender.,,
159,Where's this old banshee that runs the place?,banshee,noun,2,A noisy or ill-tempered woman.,,
747,"""Disgusted isn't even close to a word for it,"" they wrote. ""How?? how is this okay?? she was a REAL LITTLE GIRL — to do this her, to us, over and over again… i am just at a loss. disgusting. does she not deserve rest? reclamation? honor? you colonizers make me vom,"" she wrote.",colonizer,noun,3,A white person.,,
190,">Most mailing lists send a letter to the person's email asking for verification that they signed up, so in other words it's a waste of time.Actually, there are a handful that don't. Like the PrOn ones. SOme bastich obviously subscribed ME to a few, and I'm inundated with spam..",bastich,noun,1,An obnoxious or contemptible person.,,
3036,"Kelly reassures his readers that the people who run this emerging economy are not left-wing in any traditional sense. They are “more likely to be libertarians than commie pinkos,” he explains.",pinko,noun,1,"A socialist, particularly one who is not wholly communist. [from mid-1930s]",,
3910,"Spendocrats, I mean Democrats, are willing to pass bills that will cause economic hardship just so that they can show their base that they did it — pandering for votes.",spendocrat,noun,1,A politician or bureaucrat supporting excessive spending.,,
957,"Yes, I do remember Dave; he was one funny cunt.",cunt,noun,6,"(with words funny, good) A person (mostly between male friends); compare bastard.",,
2900,"The OXO peeler was a game-changer. More than 10 million have been sold to date, and it threw open the entire market in peelers, causing numerous rivals to be invented: serrated fruit peelers, vegetable peelers with curved blades, Y-shaped and C-shaped and U-shaped peelers in any colour you desire .",peeler,noun,3,A device for peeling fruit or vegetables.,,
2102,"""John,"" called Mr. Carter, ""who'd ye think's going t' take care of the hens?""¶ Newsy's feet stopping more suddenly than his head, he was obliged to turn a rapid handspring in order to reestablish his equilibrium. He came up yelling, ""What! Her?""¶ ""Yes, her,"" boomed Mr. Carter. ""She’s t’ be the henhussy on these premises.”",henhussy,noun,1,A girl or woman who tends chickens.,,
3983,"In each of the last three afternoon foursomes, the Americans were square through 15, but could only come in with two halves and a loss.",square,adjective,6,Even; tied,,
1996,"I ask him about Australian trainspotters. 'Do such people exist?' / 'We call them train gunzels. A gunzel is a person who is really stuck on one thing. In Sydney you get guys on the platforms. This carriage here is the CDF924 – that's the number for Matilda's Restaurant. The guys on the platform will say, ""Oh, I haven't seen that for a while"" […]'",gunzel,noun,2,An enthusiast or geek with a specific interest.,,
3798,"The radicals are reluctant to admit that slutting around is a phase that most gay men go through, but not a permanent — what's that phrase? Oh, yes — ""lifestyle choice.""",slut,verb,2,"To visit places frequented by men, with the intention of engaging in sexual intercourse by means of flirting.",,
1226,I should determine the minimal amount of egg required to make good mayonnaise. ,egg,noun,1,"An approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development.",,
4112,"The nickname ""Bullet"" suits her, since she is a fast runner.",suit,verb,3,To be appropriate or apt for.,,
3690,Dudes wanna talk down on other dudes when they start simping like they're feminine or something when in fact the majority of all dudes and even those motherfuckers saying that shit be simping too.,simp,verb,1,"To be especially deferential to and emotionally vulnerable with a woman, often with the intent of receiving sexual gratification.",,
3862,"There's that snarling cur, and son of a Bitch Boccaline.",son of a bitch,noun,1,"An objectionable, despicable person.",,
65,"Lady Smart. What Religion is he of?Ld. Sparkiſh. Why he is an Anythingarian.Lady Anſw. I believe, he has his Religion to chuſe, my Lord.",anythingarian,noun,1,A person who does not profess any particular creed; an indifferentist.,,
2898,"Females trained in household arts received good pay, while males sought jobs on large farms, as bark peelers at lumber mills or axmen for logging companies, and as track hands for the railroads.",peeler,noun,2,One who peels.,,
2643,"All that while there was a little nag going on at the back of his mind, which he strove to disregard. But it insisted on attention, and to get rid of it he put down his palette abruptly and got out his mustard-tin cash-box and counted his money.",nag,noun,6,"A persistent, bothersome thought or worry.",,
3251,The king doth keepe his Reuels here to night. Take heede the Queene come not within his ſight.,queen,noun,1,"The wife, consort, or widow of a king.",,
1802,I'm a fisher of men and my gimp is doing a saltarello over every body of water to fetch up what it may.,gimp,noun,2,"Any coarse or reinforced thread, such as a glazed thread employed in lacemaking to outline designs, or silk thread used as a fishing leader, protected from the bite of fish by a wrapping of fine wire.",,
3953,"The sad sack was a sitting on a block of stone  Way over in the corner weepin' all alone.  The warden said, hey, buddy, don't you be no square  If you can't find a partner, use a wooden chair.",square,noun,7,A socially conventional or conservative person; a person who has little or no interest in the latest fads or trends: still sometimes used in modern terminology.,,
2789,"""I know I'm being an oinker but I didn't get lunch today."" My ravenous gaze fell to his half-eaten hotdog. ""You going to finish that?""",oinker,noun,6,A pig: a glutton.,,
524,"Heart, was there ever so prosperous an invention thus unluckily perverted and spoiled by a whoreson book-worm, a candlewaster?",candlewaster,noun,1,One who consumes candles by staying up late reading and studying; a student.,,
955,"Certain situations just cry out for it – keys breaking in the lock, not being able to find the starting point in a roll of sticky-tape, running out of bin-bags. The kind of everyday annoyances that Alanis Morissette would define as irony are actually cunts as far as I’m concerned.",cunt,noun,4,An unpleasant or difficult experience or incident.,,
462,"Oh, bugger this! I'm going out for a beer instead.",bugger,verb,3,Expressing contemptuous dismissal of the grammatical object.,,
3510,"[…] a gentleman of leisure, who enjoyed himself on a couple of spavined screws  […] ; both of them, as Stephen said, looked lonely without a gig behind them.",screw,noun,11,"An old, worn-out, unsound and worthless horse.",,
1215,"This is the man who aspires to save our planet and get us a new one to inhabit: clown, genius, edgelord, visionary, industrialist, showman, cad […]",edgelord,noun,1,"Someone who tries to appear edgy by doing or saying provocative, controversial, taboo, or offensive things.",,
3411,"It's the same with Wagner's operas  - one is either a ""Ringnut"" or completely indifferent.",Ringnut,noun,1,A fan of the opera cycle Der Ring des Nibelungen by Richard Wagner.,,
2723,Their vote against measures to help refugees has been perceived by the socially conscious margin of society as a typically nimby attitude.,nimby,adjective,1,Not wanting to have to deal with unpleasant or distasteful things near them.,,
1419,Indeed he vvas a vvorthy Gentleman / Had his eſtate beene fellovv to his mind.,fellow,noun,4,"A person or thing comparable in characteristics with another person or thing; especially, as belonging to the same class or group.",,
1385,"“Bill de Blasio is an elitist, New York City corporate Democrat fauxgressive, masquerading around South Carolina as a progressive,” said John Samuelson, president of Transport Workers Union.",fauxgressive,noun,1,An alleged progressive who actually acts like a conservative.,,
4043,"[T]his very thing that Mr. Arnaud [i.e., Antoine Arnauld] believes Amalarius vvas a Stercoraniſt ought to convince him on the contrary that this Author did not believe the change or converſion of the ſubſtance in the Euchariſt.",stercoranist,noun,1,"One who believes that the Eucharist undergoes the process of digestion in, and eventually elimination from, the body of the recipient, not just in the empirical accidents of its elements, but as the body and blood of Christ. [from 17th c.]",,
4022,"The sandwich tasted fine, even though it had got squished in his lunchbox.",squish,verb,1,"To squeeze, compress, or crush (especially something moist).",,
887,old crocks’ home ― home for the aged,crock,noun,3,"A person who is physically limited by age, illness or injury.",,
3379,"Billy could call a meeting with ranking RepubliKLANs and set the following terms to avoid impeachment:""1. I'll switch parties.2. I'll bomb the hell out of defenseless little countries just for kicks.3. I'll slap at least one black woman every day.4. I'll have my guards impale Hillary with a cigar at a Democratic fund-raising dinner and take photos of Democrats masturbating under the table with their left hands while eating their salads with their right.""",Republiklan,noun,1,A Republican; generally used in depicting Republicans as racist.,,
840,[…] guard his understanding from being imposed on by the willful or at least undesigned sophistry which creeps into most of the books of argument.,creep,verb,5,To move in a stealthy or secret manner; to move imperceptibly or clandestinely; to steal in; to insinuate itself or oneself.,,
1239,"""She isn't going to sue me for breach of promise?"" / ""She never had any intention of doing so."" / The Honorable Freddie sank back on the pillows. / ""Good egg!"" he said with fervor. He beamed happily. ""This,"" he observed, ""is a bit of all right.""",egg,noun,4,Senses relating to people,,
3785,a press slut,slut,noun,3,Someone who seeks attention through inappropriate means or to an excessive degree.,,
588,CAVEMAN DIETThe creators of this nutrition plan believe that cavemen and cavewomen were lean and healthy because of the all-natural foods they ate.,caveman,noun,1,"An early human or closely related species, popularly held to reside in caves.",,
64,"Such bifarious anythingarians, that always make their interest the standard of their religion.",anythingarian,noun,1,A person who does not profess any particular creed; an indifferentist.,,
3737,We fished all day but the lake skunked us.,skunk,verb,1,To defeat so badly as to prevent any opposing points.,,
4420,"Characters who were obvious twinks, possessing equipment well beyond their means, were subject to public criticism.",twink,noun,6,"A player (or character created by a player) in a multi-user dungeon or other roleplaying game who engages in obnoxious or abusive behaviour, especially one who uses a higher-level character to give advanced equipment to one of their own lower-level characters.",,
3059,Na plebeane will tak þe dochter of ane patriciane but hir consent.,plebeian,noun,1,"A member of the plebs, the common citizens of ancient Rome.",,
3147,"Without realizing it, the pro-deathers and the police together end up closing the clinic down, thus preventing aboritons on that day, all to avoid violence!",pro-deather,noun,1,A person who is supportive of the practice or legality of abortion or who is opposed to “pro-life” causes.,,
2403,"Taunton station is busy - even more so when the inbound working of my Bristol train arrives, laden with the usual mix of 'staycationers' and locals.",local,noun,1,A person who lives near a given place.,,
1122,"A doorknob of whatever roundish shape is effectively a continuum of levers, with the axis of the latching mechanism—known as the spindle—being the fulcrum about which the turning takes place.",doorknob,noun,1,"A circular device attached to a door, the rotation of which permits the unlatching of the door.",,
1308,"Epicene nouns are equally misunderstood: they are of one gender only. These, like the common, represent under one word each member of a pair of animals—the male and the female: thus passer—a sparrow—denotes the cock sparrow, as well as the hen: but in the use of these words there is no variation of the gender: they are invariably used in one gender only: thus passer is of the masculine gender: and though used for the purpose of representing the hen-sparrow; still every adjective or participle connected with it must be used in the masculine gender: [...] In short, epicene nouns differ from the common in this only; that they do not vary their genders in accordance with nature: they invariably keep to one gender.",epicene,adjective,1,"Of or relating to a class of Greek and Latin nouns that may refer to males or females but have a fixed grammatical gender (feminine, masculine, neuter, etc.).",,
678,"When organisations celebrate their anniversaries you can usually expect a dull circle jerk of self-congratulation, so the BBC played a blinder in getting Harry Enfield and Paul Whitehouse to do it for them. Patting yourself on the back looks better when you send yourself up.",circle jerk,noun,2,Any group or group activity indulging in excessive mutual praise.,,
1022,"Remember The Clarence Thomas hearings before the Senate? Democreeps could not STAND to have a Conservative African American on the Supreme Court.Result: All out war on Judge Thomas. Anita Hill was resurrected and given the ""victim"" treatment by the Democreeps, the press and the NOW coven of witches.",Democreep,noun,1,A Democrat.,,
1321,"Ward, in his improvement of [William] Lily's Latin Grammar, reckons Seven Genders, viz. Maſculine, Feminine, Neuter, Common of two, Common of three, Doubtful, and Epicene; in his improvement of the Greek Grammar, he names only Four, viz. Maſculine, Feminine, Neuter, and Common; injudiciouſly, I think, omitting the Epicene. But the Engliſh language, according to my ideas of it, has ſcarce more than Two Genders, viz. Maſculine and Feminine; [...] I ſhall mention my doubts of the exiſtence of the Three others, viz. Neuter, Common, and Epicene; though I am pretty ſtrongly perſuaded, that the Nouns, with either are, or may be reputed to be of the Three latter, totally exclude all ideas of Sex in this language, and, therefore, cannot with ſtrict property be claſſed as to Gender; [...]",epicene,noun,1,An epicene word; preceded by the: the epicene words of a language as a class.,,
4078,"Oh, I begged and I pleaded like a fiend for a fix / I must unburden my guilty conscience / I admit it, I'm a sucker for the witch",sucker,noun,17,A person irresistibly attracted by something specified.,,
2543,"Scientists are wondering if otters might help control the mink. Otters live in the same habitats that American mink do. They like to be near water, just as mink do. They also eat the same foods that mink eat.",mink,noun,1,"Any of various semi-aquatic, carnivorous mammals in the Mustelinae subfamily, similar to weasels, with dark fur, native to Europe and America, of which two species in different genera are extant: the American mink (Neovison vison) and the European mink (Mustela lutreola).",,
2499,"At least, I would not be sleeping that night. Why did I have that espresso? What a maroon!",maroon,noun,5,An idiot; a fool.,,
3763,"Even slimeballs were entitled to representation, though.",slimeball,noun,2,"A person who is regarded as slimy (that is, sneaky or underhanded) or otherwise undesirable.",,
3215,"> Of course not.What a puss-puss.:) I am a puss-puss often. It keeps me sober and alive to be flexible. My telling you anything about god as i understand god, is a useless endeavor. You have to find god on your own, through your own actions; don't you know that?",puss-puss,noun,2,A coward.,,
2144,"Haines and Klukwan hooligan harvesters reported that they exchanged hooligan products primarily for other food items, especially those unavailable in the Chilkat and Chilkoot area or those which were inaccessible to the harvester for various reasons. Respondents reported that virtually any wild food might be obtained for hooligan oil.",hooligan,noun,4,"A type of fish, an anadromous smelt, Thaleichthys pacificus, found in the North Pacific.",,
443,"“What about that polony he was with?” ¶ “She doesn't matter”, the Boy said, “She's just a buer—he gave her a half. I saw him hand it out.”",buer,noun,1,"A woman, especially a sexually promiscuous one.",,
1555,"[…]  Abenaki resistance in the eighteenth century than with the westward migration of New Englanders in the nineteenth century, but the Abenakis initiated that now time-honored Vermont tradition of discouraging flatlanders from settling here.",flatlander,noun,1,"A person who lives at, lived at, or was raised by someone at a low altitude or from any city. A person not raised in or by someone directly from high mountain areas. (used by those who were born, raised, and are still living in higher altitude non-city or city like areas).",,
2021,I'm currently hacking distributed garbage collection.,hack,verb,6,To work with something on an intimately technical level.,,
2212,"Whereas if you're talking about no-go zones in Europe, then yes, a certain religion does ""jump out at me"", a minority religion . You really one of the dumbest Islamopologists I've ever encountered.",Islamopologist,noun,1,A person who makes excuses for the perceived faults of Islam.,,
4107,Every five and thirty years the same kind and suit of weather comes again.,suit,noun,12,Regular order; succession.,,
3497,They both wedged up in his cell and refused to come out. They were hurling abuse at the screws on the other side of the door. As a result they were both shipped out to another jail the following day.,screw,noun,3,A prison guard.,,
1422,"There are journalists who work for a low rate of pay, just as there are poor women who take in needlework at a cheaper rate than their fellows, and they are alike making life more difficult for other women.",fellow,noun,4,"A person or thing comparable in characteristics with another person or thing; especially, as belonging to the same class or group.",,
3088,"Q.  […]  What did you do that day? — A. I was cleaning up around quarters.Q. You had been on guard and went on police duty? You were policing, cleaning up around the barracks? — A. Yes, sir.",police,verb,2,To clean up an area.,,
1761,"For every ""whiny geewunner"" out there, there are at least three or four anti-fans who bash, ridicule, and disparage them.",geewunner,noun,1,"Someone who prefers the first generation of a franchise, especially when elitist or snobbish about later generations.",,
2922,"If listeners seldom hear good of themselves, it is also true that peepers sometimes see more than they like; and Betty, the cook, as she reached the landing, glancing askance with ominous curiosity, beheld a spectacle, the sight of which nearly bereft her of her senses.",peeper,noun,2,Someone who peeps; a spy.,,
1220,"The Eſtrich  whẽ he hath layd his egges vpon the grounde, he bredeth them in the duſt, and forgetteth them: ſo that they might be troden with feete, or broken with ſomme wilde beaſt.",egg,noun,1,"An approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development.",,
4404,A new right-wing populist party has just won provincial elections in the Netherlands. This comes after a Turkroach shot up a tram in Utrecht killing and wounding a bunch of people.,Turkroach,noun,1,An individual from Turkey or of Turkish descent.,,
1072,"‘Say, what’s that dingus you Britishers wear when you’re playing cricket?",dingus,noun,1,"A gadget, device, or object whose name is either unknown, forgotten, or omitted for the purpose of humor.",,
3960,I have not kept my square.,square,noun,14,Exact proportion; justness of workmanship and conduct; regularity; rule.,,
133,"Shepard: Sorry. If you were human, you'd both be called the mother, regardless of which one gave birth.Aethyta: Well, I'm not human, am I? Anthropocentric bag of dicks.",bag of dicks,noun,1,"A rude, obnoxious, or contemptible person.",,
4517,"Marin, who receives $576 a month in family benefits, says she has to get groceries from a food bank every month to survive. . . . ""The other kids tell my kid: ‘Your mother's a welfare bum.’""",welfare bum,noun,1,"A person whose source of income is government public assistance payments, especially one who is lazy and unwilling to work.",,
1609,She's always complaining that she got stuck with the worst possible committee. And that me and Jimmy fool more than we work.,fool,verb,2,To act in an idiotic manner; to act foolishly.,,
4139,"The ""tankies"", as they were known, shunted empty carriages from Copley Hill sidings onto the buffers at Leeds  […]",tankie,noun,4,A tank engine.,,
144,"David Taylor  does not appear to be aware that the NIMBY syndrome, with all its parochial overtones, has been superseded by the all embracing BANANA syndrome – Build Absolutely Nothing Anywhere Near Anyone.",BANANA,noun,1,"One who objects to the building of any structure in their neighbourhood or a certain type of structure anywhere, especially in public policy debate. [from 1991 (Australia)]",,
3211,"The soft man pushed his cock back into her mouth which the greedy cum whore engulfed for the second time..he grew again. I needed to be full like she was she had a cock to die for buried deep in her and a nice one in her mouth I looked around the sauna. When I saw it, the phallic handle of the water cup would be my cock for the fuck feast. I rubbed the handle al over the outside of my already soaked puss-puss. It then slide in with ease I stared out the small window as they arranged each other to penetrate both her holes something every woman dreams about but never will admit to and then they where in.",puss-puss,noun,1,The vulva.,,
3991,"""Sarah,"" said her grandmother. ""You should eat a good square meal.""",square,adjective,9,"Solid, decent, substantial.",,
2081,"""A stockbroker doesn't have 80,000 people sitting behind him just waiting for a mistake,"" says Jim Fassel, whom fans serenaded with ""Fire Fassel!"" chants during his final weeks as head coach of the New York Giants last season. ""It can drive you crazy."" From head coach to headcase in three easy steps.",headcase,noun,1,"A mentally unbalanced, unpredictable person, especially one who displays aggressive behavior.",,
2351,"One moment I was staring up at that lackbrain Sister Margaret, and the next I was staring at that lackbrain chieftain...",lackbrain,noun,1,A person who lacks brains; an idiot.,,
454,"Good luck, you old bugger!",bugger,noun,5,Someone viewed with affection; a chap.,,
4241,"[Emily] Blunt, for one, knows exactly what she's doing. She glides through her scenes even when she's not literally aloft, offsetting her sterner side with prim but genuine affection in her dialogue, then grinning her way through the energetic toe-tappers.",toe-tapper,noun,1,"A piece of music with a prominent beat, to which one feels compelled to tap their toes.",,
381,"FOOL: Truth's a dog that must to kennel; he must be whipped out, when Lady, the brach, may stand by the fire and stink.",brach,noun,1,"A hound; especially a female hound used for hunting, a bitch hound.",,
3399,"""The more money you are given, the less happy you're apt to be,"" says John Sedgwick, author of the blockbuster book Rich Kids. ""That's especially true of rich kids who inherit such great wealth that they never have to support themselves.  […]  Rich kids live strange and isolated childhoods and go on an endless, fruitless search for happiness.""",rich kid,noun,1,"A child, adolescent or young adult from a wealthy family, especially one who flaunts his or her wealth or privilege.",,
802,As one executive put it: Now in the beverage market we are to a great extent very copycat.,copycat,adjective,1,Imitative; unoriginal.,,
2363,"Your meaning was always clear. Equally clear is how adherance to LaRouche ""philosophy"" effectively negates one's ability to have a meaningful impact on most discussions, if for no other reason than others' inability to take a LaRouchebag seriously.",LaRouchebag,noun,1,A political follower of Lyndon LaRouche.,,
36,"[T]he mine then becomes exposed to the most fearful results, where the workings have been opened, by the Air being driven backwards along the Airhead into the reservoirs of Gas formed in the upper cavities of the workings, and issuing into the Gate-road charged with the Gas to the firing point, causing an explosion, of which many familiar instances might be adduced.",airhead,noun,3,Alternative form of air-head (“a horizontal channel providing ventilation in a mine.”),,
2408,"Functional programming languages usually don't allow changing the immediate value of locals once they've been initialized, unless they're explicitly marked as being mutable.",local,noun,5,A locally scoped identifier.,,
3585,"For a year and a half, on every social media platform, the Deplorables had waxed breathless about the extent to which they and their MAGA brethren were about to MAGA until every last shitlib had been pwned and rekt and BTFO'd.",shitlib,noun,1,"A political liberal, especially a hypocritical one.",,
255,"The same usage still prevails among the vulgar as in the phrases, ‘black Irish’, ‘black Dutch’, describing certain well known types of Celts and Teutons , differing widely from the prevailing type of either race in respect of their black eyes and hair, and gypsy-like, tawny complexions.",Black Dutch,noun,1,"A European with dark hair, eyes, and skin, especially one from or claiming to be from Germany or the Netherlands, sometimes (derogatory, ethnic slur) with disparaging racial overtones.",,
2895,"She and I took a few minutes together once the belts began rolling with red tomatoes and with the shiny cans which clanked their hollow wind-chime twang as they paraded down the chute on the way to their own conveyor belts which ran parallel to the wide ones the tomatoes rode on. In order to get these few minutes she'd had to implement a schedule for the peelers, who were always fighting like schoolchildren to get to the front of the line to claim their places, vying for the best spots where they could grab the biggest tomatoes to fill their cans faster.",peeler,noun,2,One who peels.,,
721,"You have no ""professional reputation,"" you fucking clown shoe.",clown shoe,noun,2,An incompetent or foolish person.,,
1279,"> Sexual harrassment is a federal crime, dolt.In the work place, el stupido.",el stupido,proper noun,1,A stupid person.,,
920,"Within hours of the Paris attacks, some of the crybullies behind the recent University of Missouri chaos and the resultant nationwide spate of college protests had vented on Twitter about how their drummed-up, phony-baloney ""cause"" was more important than Paris.",crybully,noun,1,"A person who engages in intimidation, harassment, or other abusive behaviour while claiming to be a victim.",,
2661,"Someone who namefags themself for the attention is derided, someone who namefags themself for the cause  is lauded.",namefag,verb,1,To reveal one's identity or have one's identity revealed.,,
